장소명,리뷰,별점
화이트펜슬 스터디카페 분당수내점,근래 들어 참 맘에 든 독서실카페네요.개인적으로는 정말 차분한 분위기가 맘에 들어서 주변 사람들에게만 조용히 추천하고 싶어요. 너무 많이 알려지면.. 내가 갈 곳이 없어질까봐..지인들한테는 조용하고 깔끔해서 정말 강추하고 싶어요.전체적으로 이용하기 편리하게 이것 저것 비치되어있어서 이렇게 많이 제공하면.. 장사하는 분들 남는게 있을까싶을 정도에요. 너무 맘에 들어서 오늘도 50시간 추가 결제해두었네요. 자주 방문할께요. 앞으로도 잘 부탁드려요!!,5
화이트펜슬 스터디카페 분당수내점,세번째 이용이에요 ! 스터디공간이 구분되어 있는 점이 좋아요 . H study 라는 공간은 특히나 개방감이 좋고 책상이 크고 넓어서 장시간 머물기에도 답답함이 거의 없어요 . 이런점이 타 스터디카페와의 차별점인 듯 싶네요 :),5
화이트펜슬 스터디카페 분당수내점,"어둡지않고,밝아서 좋아요.책상도 넓어서. 편했어요",5
화이트펜슬 스터디카페 분당수내점,신설이라 그런지 깔끔하고 좋아요스터디 공간도 2개로 구분되어있어서 원하는 공간에서 공부할 수 있는점이 제일 좋았어요 휴게실도 넓고 깔끔하고 간식 및 음료랑 다른 물품들도 타 스터디카페에 비해서 잘되어있어요 ㅎㅎ그리고 주인분도 너무 친절하세요!,5
화이트펜슬 스터디카페 분당수내점,"스터디카페 많이 다니는 사람으로서 창문여부나 천장높이, 시설 등을 중요하게 여기는데 화이트펜슬은 모두 정말 맘에 들어요!! 가격도 2시간에 3천원이면.. 이런 시설에 이가격 정말 드물거든요😂 특히 보다 자유로운 공간인 h space가 있는 점이 좋았어요:) 휴게실도 넓고 쾌적해서 공부공간처럼 있을수도 있어요ㅎㅎ 간식도 조금씩 있습니다!! 참 공동냉장고도 쓸수있어요암튼 깔끔한 시설의 스터디카페 찾으신다면 만족하실거라 자부합니당ㅎㅎㅎ 당일권도 있으니 한번 와서 해보시는것도 좋을거같네요!☺~~",5
화이트펜슬 스터디카페 분당수내점,시설좋아요,5
화이트펜슬 스터디카페 분당수내점,좋아요,5
화이트펜슬 스터디카페 분당수내점,좋아요,5
화이트펜슬 스터디카페 분당수내점,깔끔해서 좋아요,5
화이트펜슬 스터디카페 분당수내점,다녀왔어요~ 너무 편하게 잘해주셨어여 다음에 또 올께요~~,5
화이트펜슬 스터디카페 분당수내점,깨끗하고 좋은 향기가 나는 스터디 카페예요. 커피 맛도 훌륭하고 집중이 잘 되었습니다.,5
화이트펜슬 스터디카페 분당수내점,깨끗하고 좋습니다. 분위기가 잘 잡혀있네요 사장님이 친절하시구요. 공부도 잘되네요,5
화이트펜슬 스터디카페 분당수내점,최고에요,5
화이트펜슬 스터디카페 분당수내점,시설이 너무너무 좋고 깔끔하네요 엄청 조용하고..맨날 갑니다 🥺 최고최고,5
화이트펜슬 스터디카페 분당수내점,깔끔하고 너무너무 시설이 좋네요 맨날 다닙니다 최고🥺,5
화이트펜슬 스터디카페 분당수내점,스터디룸좋고 쾌적해요,5
화이트펜슬 스터디카페 분당수내점,역에서가까워요,5
화이트펜슬 스터디카페 분당수내점,깨끗하고 사장님 께서 친철하게 잘안내해주셨어요!,5
화이트펜슬 스터디카페 분당수내점,가본 스카중에 시설 제일 좋은거같아요😍😍좌석 종류가 많아서 지루하지 않을거같아요 너무 좋네요,5
화이트펜슬 스터디카페 분당수내점,코로나때문에 독서실이 빨리닫아서 아쉬웠지만 여기는 아침일찍열어서 오랜시간공부하다갈수있어서 좋아요 난방도적절하고 복사기도 좋습니다 ㅎㅎ 너무친절하시고 다양한좌석이 많아요!,5
화이트펜슬 스터디카페 분당수내점,내부가 넓고 쾌적하며 시설이 좋아요!독립적인 공간과 개방적인 공간등 다양한유형의 공간이 섞여있어 자신이 집중잘되는곳을 선택해서 공부하시면 될듯해요~거리도 수내역과 가까워서 금방찾을수있었습니다:D,5
화이트펜슬 스터디카페 분당수내점,시설도 깔끔하고 분위기가 좋아요~,5
화이트펜슬 스터디카페 분당수내점,깨끗하고 조용하고 관리잘된듯 완전 다시 방문할것임,5
화이트펜슬 스터디카페 분당수내점,쾌적하고 시설도 깨끗해서 공부하기 좋았어요,5
화이트펜슬 스터디카페 분당수내점,오늘 처음 방문했는데 공부 잘되네요!! 오늘 공부목표분량 다하고 시간이 남았어요~  설 쇠고 자주 들러 공부하러 가겠습니다~공부 잘되는 분위기 조성해줘서 감사해요^^,5
화이트펜슬 스터디카페 분당수내점,깔끔하고 카페같은 분위기로미팅룸으로 사용해도 좋을것 같습니다,5
블루문스터디카페 분당야탑점,"가격도 저렴한 편이고 사탕, 기본 차도 마실 수 있게 되어있어요단, 주차가 어렵습니다ㅜㅜ",5
블루문스터디카페 분당야탑점,두 시간 이용해보고 좋아서 50시간 구매했어요~ 그런데 노트북 타이핑 때문에 밖에 있는 카페바테이블 이용했는데 밤 되니까 학생들이 거기서 신나게 떠들더라구요ㅜㅠ 정숙 안내문을 좀 더 크게 써서 붙이면 좋을 것 같아요~~:),5
블루문스터디카페 분당야탑점,"카페 분위기는 좋은데, 중간에 자리이동 기능?이 없는것 같아 아쉽네요..",4
블루문스터디카페 분당야탑점,깔끔하고 조용합니다,5
블루문스터디카페 분당야탑점,"사람마다 공부스타일은 다르지만, 백색소음 없어서 내부에서 키보드 치는 사람 소리도 다 들리고 그러네요..ㅜㅜ",2
블루문스터디카페 분당야탑점,굿,5
블루문스터디카페 분당야탑점,공부하기 좋은 환경이예요.,5
블루문스터디카페 분당야탑점,공부하기 매우 좋아요 보안도 좋고 조용함,5
공간샘스터디카페 서현역점,서현 부근에서 제일 좋은 듯한 스카에요! 다른곳도 다니고 있지만 근처에 편의시설이 없어서 새로운 곳을 찾아다녔는데 사장님이 꼼꼼하신거 같고 온도도 딱 맘에 들어요~ 다만 서현역 건물 화장실들이 다 오래되서 ㅠㅠ 그거 빼곤 다 좋아요!!,5
공간샘스터디카페 서현역점,처음방문하는 사람들에게는 좀안내가 더 필요할뜻하네요,3.5
공간샘스터디카페 서현역점,피드백이 정말 빠르고 내부관리를 정말 잘하시는 것 같아요!,5
공간샘스터디카페 서현역점,대학생입니다.집 근처 스터디카페 괜찮은 곳을 찾다가 아침 일찍 왔는데 사장님이 굉장히 친절하시고 자세하게 설명해주세요. 청소도 두분이서 열심히 하시고 청결 유지에도 신경 쓰시는 모습이 보입니다. 리뷰 안 다는 사람인데 정말 괜찮아서 이렇게 달고 갑니다.시설도 좋고 자주 올 만 해요.,5
공간샘스터디카페 서현역점,깔끔하고 좋아요,4
공간샘스터디카페 서현역점,피드백 장난아니시네요…!!!! 세시간짜리 만들어달러고 했는데 정말 만들어주셔서 감동입니다ㅜㅜ 요구르트도 잘 먹었습니다^^,5
공간샘스터디카페 서현역점,"두번째 방문입니다. 시설도 좋도 관리도 잘 되는 편이며 가격도 합리적이라 애용할 것 같습니다. 한가지 추가되면 좋을 것 같은 부분은, 3시간짜리 스터디시간이 생기면 정말정말 좋을 것 같습니다🙏🏻",5
공간샘스터디카페 서현역점,일단.. 첫방문이었는데 무인이라서 조금 불편하더라구요. 자리를 눈으로 직접 보고 정하고싶은데 잠겨있는 문앞에서 바로 정해야했고.. 나중에 보니까 자리 옮기는 시스템도 있긴했지만 번거로웠습니다. 음악방 있다고해서 간거였는데.. 처음엔 소리가 아예안나서 당황했는데 진짜 너무 희미하게 클래식? 음악이 나오더라구요.. 숨소리보다 작게흘러나와서 오히려 더 거슬렸어요ㅜ 집중할수있는방이랑 음악방이랑 별차이를 못느꼈고.. 그냥 너무 조용했어요.. 마치 독서실온것처럼..  저는 조금 소음이있는 분위기를 좋아하는데 너무 조용해서 혼났네여 ㅜㅜ 조용한 분위기 좋아하시는 분들은 좋아하실 것 같긴함ㅜ,2.5
공간샘스터디카페 서현역점,굿,4
공간샘스터디카페 서현역점,잘 되어있고 주인분이 신경 많이 쓰신곳같아요.그런데 환기를 자주했으면 좋겠습니다..,5
공간샘스터디카페 서현역점,주인분이 관리를 잘 해주세요.스터디존도 환기가 가능했으면 좋겠어요,5
공간샘스터디카페 서현역점,좋아요...,5
공간샘스터디카페 서현역점,잘 갖춰져있고 컴퓨터 사용공간 나눠져있어 좋습니다,5
공간샘스터디카페 서현역점,서현역에서 제일 좋은것 같습니다,4
공간샘스터디카페 서현역점,좋아요,5
공간샘스터디카페 서현역점,"기간권 끊으려고 여기저기 하루씩 다녀보고 잇는데, 여기 좋네요",5
공간샘스터디카페 서현역점,굿,5
공간샘스터디카페 서현역점,굿,5
공간샘스터디카페 서현역점,좋아요..!,5
공간샘스터디카페 서현역점,시설도 깔끔하고 좋네요애용하겠습니다,5
공간샘스터디카페 서현역점,조아요,5
공간샘스터디카페 서현역점,정말 학습 하기에 너무 좋은 환경이네요. 집 근처에 이런 곳이 생겨서 너무 좋습니다. 사장님 번창 하세요~~^^,5
공간샘스터디카페 서현역점,친구가 추천해줘서 방문해봤는데 좋아요~!  저도 다른분 추천해줬어요 ㅎ,5
공간샘스터디카페 서현역점,조용하고 분위기 좋아요,5
공간샘스터디카페 서현역점,깔끔하니 좋아요,5
공간샘스터디카페 서현역점,"서현역에 스터디카페 검색해 보다가 제일 끌리는 곳으로 선택~ 서현 지하철역이랑 엄청 가깝고, 번화가인데 소음도 1도 없어서 좋았습니다.복잡한 길거리랑 완전 다르게, 문열고 들어가자 마자 외부 영향 전혀 안받고 차분하게 안정되는 느낌이고, 생긴지 얼마 안됐는지 스터디카페 내부는 엄청 깨끗하게 관리 잘돼서 청결은 말할것도 없이 깨끗했습니다.차 종류도 많고 당떨어지지 않게 준비된 소소한 간식들 같은것들 에서도 섬세함이 느껴지고, 건물 화장실도 깨끗한 편이라 이것도 좋았습니다.방문 고객들이랑 실시간 피드백도 빠른편 같고, 서현역 가게되면 고민 1도없이 재방문 의사 만프로 있습니다!!!!!",5
공간샘스터디카페 서현역점,내부 깔끔하고 분위기 조용해서 좋았음..역 바로 앞이라 자주 이용할듯,5
스플24 스터디카페,"깔끔,저렴",5
스플24 스터디카페,프린터기 이용하려다가 돈만 날렸네여ㅠ 문자로 문의했더니 너무 불친절... 종종 이용했는데 앞으론 안올거같아요,0.5
스플24 스터디카페,대형가습기 네개나 있고요! 공기청정기도 있고! 깨끗하고 쾌적하고 좋습니다!!>.<,5
스플24 스터디카페,ㅎ,5
스플24 스터디카페,좋아요,3.5
스플24 스터디카페,첫방문이라 헤매서 몇번씩 전화드렸는데 휴일에도 불구하고 친절하게 알려주셨어요자리도 편하고 시설도 잘구비되어있어서공부잘하다가 가요 또올게요~,5
스플24 스터디카페,자주 사용하는곳 음료수 아침햇살 꿀맛 개맛남 공부하기 좋고 좌석들도 편안,5
스플24 스터디카페,일반카페에서 공부할때와 다르게 눈치안보면서 마음 편하게 공부할수있어서 좋아요. 음료도 다양하게 비치되어 있어서 잠깐이나마 힐링할수 있어요ㅎㅎ,5
스플24 스터디카페,위치도 완전 좋습니다~ 음료수 없는게 없네요~ 감사합니다,5
스플24 스터디카페,방금 스터디룸에서 쫓겨나오는 길입니다.키오스크를 통해서 스터디룸 결제를 했는데 갑자기 예약자가 있다며 나오라는군요.알고보니 키오스크 왼쪽상단(빨간색) 구석에 매우 작게 전화예약만 된다고 적어놓았더군요.너무나 당당하게 사과한마디 없이 나가라고 하는 말에 어처구니가 없더군요! 살다가 이런 스터디카페는 처음봅니다!!!!,0.5
스플24 스터디카페,완전 위치 짱~!! 분위가 짱~!! 공부가 잘되는 공간~!!,5
스플24 스터디카페,혹시 노트북 타자칠일 잇으면 절대 가지마여 ㅋㅋ안에서 무음타자기로 쳐도 책상 울리는 소리 난다고 꼽줘휴게공간에서 타자치면 사람들 먹는공간 없다고 꼽줘 ㅋ도대체 어느장단에 맞추라는건지돈내고 이용하는데 또 돈내고 카페가야함? 환불이라도 제대로 해주시든지 그럼그리고 여기 사람들 저격 지적 장난아님-한달 이용자-,0.5
스플24 스터디카페,문자 문의시 답장 제대로 안오고 불친절함.,1
스플24 스터디카페,그냥 그래여,1.5
스플24 스터디카페,다른건괜찮은데 공부 하던 중 없던 소음이 들려서 소음관련 문의를 했는데 어떤 조치도없고 심지어 확인하러 오시지도 않으시네요,2
스플24 스터디카페,위치와 서비스 모두 만족합니다.,5
스플24 스터디카페,"여기 진짜 짱이에요.... 독서실부터 스터디카페까지 여러군데를 다녀봤지만 여기 스터디카페만큼 관리 잘 해주시고, 이용자 의견 귀담아 들어주시고, 피드백 빨리 해주시고, 편의+서비스 신경써주시는 곳은 없을거라고 생각합니다대여물품에 없는게 없어요... 음료수도 종류 제일 많고 위생용품(비누,소독제,휴지 등) 한 번도 비어있던 적이 없어요.. 그만큼 자주 들러서 관리감독 해주십니다. 최고예요 진짜!",5
공간샘스터디카페 분당수내점,시설 좋고 조용해요,5
공간샘스터디카페 분당수내점,조용하고 집중이 잘됩니다,4.5
공간샘스터디카페 분당수내점,좋아요,4
공간샘스터디카페 분당수내점,시설이 좋아요,5
공간샘스터디카페 분당수내점,깔끔하고 좋아요,5
공간샘스터디카페 분당수내점,시설도 깨끗하고 넓어요 커피도 맛있습니다,4.5
공간샘스터디카페 분당수내점,시설도 좋고 커피머신 있어서 좋아요,5
공간샘스터디카페 분당수내점,쾌적하고 가까워서 자주 방문합니다.스터디 공간내부에서 소리내서 웃고 대화하는 학생들 관리가 잘 되었으면 좋겠습니다.,5
공간샘스터디카페 분당수내점,시설좋아요,4.5
공간샘스터디카페 분당수내점,처음 방문했는데 엄청 잘되어 있네요!! 자격증 공부 욕구 뿜뿜,4
공간샘스터디카페 분당수내점,깔끔한  세미나룸예약서비스도  편리하고 실시간 상담도 친절히 잘해주세요.,4.5
공간샘스터디카페 분당수내점,조용하고  깨끗해서 자주사용합니다.,5
공간샘스터디카페 분당수내점,깔끔하고 조용해서 좋았습니다,5
공간샘스터디카페 분당수내점,출입도 확실히 관리하시는것같고 세미나실 컨디션도 너무 좋았습니다,5
공간샘스터디카페 분당수내점,좋아요 근데 사람이 좀 많음,5
공간샘스터디카페 분당수내점,회의실이 두개뿐인게 아쉽군요,4
공간샘스터디카페 분당수내점,세미나실에서 공부하기좋ㅏ여,4.5
공간샘스터디카페 분당수내점,젛아요,4
공간샘스터디카페 분당수내점,만족,4.5
공간샘스터디카페 분당수내점,깔끔하고 좋아요!! 무인인데도 관리가 잘 돼요,4
공간샘스터디카페 분당수내점,공간이 깨끗하고 쾌적해서 공부하기좋아요,4
열공스터디카페 판교점,조아요,4
열공스터디카페 판교점,"장점은 ; 책상이 넓다는 것, 불빛이 밝다는 것위치는 좋으나 지네도나오고ㅠ 가격이 그리 착하진않은거같은데청소상태가 개선되었으면 좋겠어요.의자밑에 머리카락이 다 하나같이 엉켜있고,책상위 틈마다 먼지가있어요. 지우개가루는 기본이고 청소가 매일되지않는 곳인거같아요. 몇번 가봤는데  돈이아까워요",2.5
열공스터디카페 판교점,굿~~좋아요,4
화이트펜슬 스터디카페 수내푸른마을점,"조용히 공부할수있는공간과 기기사용가능한공간이 분리되어 원하는 자리에서 이용가능하여 너무 좋았습니다. 양쪽공간 모두 전기사용 가능하게 자리별로 콘센트도 있고 의자도 너무 편하였습니다.커피, 간식, 음료 등 모두 추가금액없이 이용가능하며 충전기 또한 센스있게 비치되어있어 너무 편리하였습니다.가장좋다고 느낀부분은 청결! 공기순환시스템 항시 돌아가서 공기가 너무 좋았고 먼지하나 찾아볼수없는 청결상태가 제일 맘에들었습니다.자주오게될것같아 후기 남겨봅니다.ㅎㅎ",5
화이트펜슬 스터디카페 수내푸른마을점,"스터디까페 처음 이용해 보았는데, 공부하거나 개인적인 할일이 있을때 이용하기 딱인 공간인 것 같습니다. 공부하기에 적당한 사이즈의 책상과 개인 사물함도 있고, 여러가지 세심한 배려들이 좋았고 제일좋았던 것은 무인임에도 매우 깔끔하게 유지되고 있다는 점이 다음에도 또 이용하고 싶은 포인트 였습니다.",5
화이트펜슬 스터디카페 수내푸른마을점,완전 깨끗하고 좋아요!! 그리고 생각보다 엄청 넓어서 놀랬어요!!곳곳에 사장님의 세심한 배려가 느껴졌어요~ 앞으로도 자주이용할게요^^,5
화이트펜슬 스터디카페 수내푸른마을점,오랜만에 책읽어볼까해서 와봤는데 좋네요 :),5
화이트펜슬 스터디카페 수내푸른마을점,생긴지 얼마 안되서 그런지 엄청 쾌적하고 좋은거 같아요~좌석도 많고 실내가 엄청 넓네요 사장님도 설명 잘해주시고 친절하셨어요 다음에 또 방문하겠습니다 ^^,5
지니24스터디카페 분당효자촌점,굿,5
지니24스터디카페 분당효자촌점,깔끔하고 조용하고 정말 애용하는 장소에요. 하지만 한자리씩 띄어앉는게 자동적으로 안되서 아쉬워요.,5
지니24스터디카페 분당효자촌점,굿,4.5
지니24스터디카페 분당효자촌점,굿,5
지니24스터디카페 분당효자촌점,굿,5
지니24스터디카페 분당효자촌점,왜 이제 알았을까요 자주 갈게요!,5
지니24스터디카페 분당효자촌점,벌레나왔어요  ㅜㅜ,2.5
라호야 스터디카페,아 . 너무더워요. 스터디카페 이렇게 더운곳 첨이예요,1
라호야 스터디카페,좀 더움,3.5
라호야 스터디카페,제2의 집이 되어버림,5
달빛산성 스터디카페,회사일로 스터디룸 이용했습니다 깔끔하고 너무 쾌적하네요처음 사용하는 거라 익숙하지 않았는데 친절한 안내 받았어요. 청소하는 분이 계속 청소하면서 청결 유지하네요. 그리고 코로나 방역에 충실하고 사용자들도 마스크를 잘 쓰고 좋아요,5
달빛산성 스터디카페,책상이  넓어서 좋아요.,5
달빛산성 스터디카페,깨끗하고 좋아요.,5
달빛산성 스터디카페,깔끔하고 쾌적해서 자주 이용합니다!^^,5
달빛산성 스터디카페,깨끗하고 책상이 넓어서 좋아요.,5
달빛산성 스터디카페,넘모넘모 좋아요,5
달빛산성 스터디카페,쾌적하고 좋았습니다. 무인시스템이지만 이용자들 매너도 좋아서 큰 불편함이 없었고요. 꾸준한 관리가 잘 된다면 근방에서 입소문 나는 건 빠를 듯 합니다.,5
달빛산성 스터디카페,자리도 넓고 쾌적합니다^^ 휴게실이 좀 좁긴한데 만족합니다~,4.5
달빛산성 스터디카페,동네 스터디카페 많이바봤는데 여기가 젤 만족스럽네요,5
달빛산성 스터디카페,책상 넓은게 정말 좋네요. 조용하고 쾌적하고 좋은 스터디카페입니다!,5
달빛산성 스터디카페,넓고 집중 잘 되어 좋아요.,5
달빛산성 스터디카페,"우연히 방문했다가 크게 만족해서 앞으로도 종종 이용할 예정입니다. 장점이 한두 가지가 아닌데요 저에게 가장 크게 느껴지는 장점은 넓은 책상과 쾌적한 시설, 잘 갖춰진 비품들입니다. 창가 자리에서 귀마개 하고 앉아 있으면 집중이 아주 잘 됩니다. 좋은 공간 마련해주셔서 고맙습니다. 번창하시면 좋겠어요.",5
달빛산성 스터디카페,깔끔하고 조용하고 무엇보다 화장실이 너무 깨끗해여...내부 분위기는 말할것도 없이 좋구요!!자리도 다양해서 골라쓰는 재미도 있어요!!,5
달빛산성 스터디카페,"어플도 깔아서 이용중인데 너무좋아요! 한가지 아쉬운건, 실시간 잔여시간이 안떠서 이용시간 종료할때만 보여요. 처음 방문했을때 카톡으로 안내문자가 온 줄 모르고 키오스크 앞에서 많이 헤매서.. (먼저 구경해보고 싶어서 충전만 하고 좌석지정을 안했더니 입장시 큐알로 어떻게 들어가는지 헤맸습니다. ㅠㅠ)키오스크에도 전화번호 하나만 있었으면 좋겠습니다 !깨끗하고 널찍해서 너무 좋습니다. 집에서 가까운것도 좋고 남자친구랑 같이 끊어서 다니려구요! 번창하세요~~",5
달빛산성 스터디카페,책상이 넓어서 공부하기 너무 편하구 노트북 석이 분리되어 있어 공부하다가 흐름 끊기지 않고 좋아요커피 간식 음료수까지 전부 무료로 제공해주고 프린터는 사용한 적은 없지만 무료인 것 같아요같이 공부하시는 분들도 마스크도 잘끼고 공부환경이 잘 조성된 것 같아요 ㅎㅎ!이런 좋은 스터디카페를 산성동에 만들어주셔서 정말 감사합니다.!!,5
달빛산성 스터디카페,쾌적하고 너무 좋아요저번에 방문하고 좋아서 또 왔어요친구가 추천해줘서 다니기 시작했는데 너무 맘에 들어서 스터디카페는 여기만 다닐거 같아요화장실까지 인테리어를 엄청 신경쓰셨더라구요,5
달빛산성 스터디카페,"스터디카페 물색하다가 광고 보고 가봤는데 완전 마음에 들었어요. 남녀 화장실 분리되어있고 완전 깨끗하구요, 책상도 다른 곳보다 훨씬 넓어요. 공기청정기랑 셀프바도 있구요. 앞으로 자주 이용할 예정입니다 ㅎㅎ",5
달빛산성 스터디카페,오픈 전부터 예약해서 이용중인데 넘넘 좋아요 !집 근처에 마땅한 스터디카페가 없어서 다른데까지 버스타고 다녔는데 집 바로 앞에 달빛산성이 생겨서 좋아요! 화장실도 너무 너무 깨끗하고 시설도 최고라서 대만족입니다 :),5
달빛산성 스터디카페,과자도 맛있고 의자도 편해요!!~,5
달빛산성 스터디카페,이제까지 다녀본 스터디카페 중에 제일 시설 좋고 깔끔하네요 : ) 다들 한 번 와보셨으면 합니다 !,5
달빛산성 스터디카페,새로생겨 깨끗하고 이쁘네요^^스카 여러군데 다녀봐도 다 비슷비슷한데 여긴 많이 달라요.옷걸이도 따로 있고 넓고 조용해서 이용하기 편해요!!,5
달빛산성 스터디카페,신설이라 가구냄새가 많이 날 줄 알았는데 냄새 하나도 없어서 좋았어요. 주변에 다른 스터디카페도 다녀봤는데 여기가 신설이라 그런지 인테리어도 깔끔하고 공부하기에 제일 좋았어요. 오픈 세일 이벤트도 좋았고 앞으로도 자주 이벤트 해주시면 좋을것 같아요!,5
달빛산성 스터디카페,"와 이제껏 다녔던 스카중 최고입니다.책상도 엄청크고 의자도 편해요. 무엇보다 5, 6층 분위기가 전혀다르고 쉴수있는 공간도 따로있어 지루하지 않아요.",5
달빛산성 스터디카페,정말 깔끔하고 한적하고 고층에 있다보니 소음도 덜하고 자주 이용할 거 같아요~ 근처에서 사시면 무조건 가는 것을 추천드립니다!!! 지금 이벤트 기간이니 경험을 통해서 결정하는 것도 나쁘지 않으니 꼭!! 들려보세요~ (내돈내산^^),5
달빛산성 스터디카페,"진짜 너무 좋아요ㅠ 주변에 다른 스터디카페들도 다 가봤는데 여기가 최고예요. 일단 엄청 넓어서 쾌적함이 다르고, 책상도 커서 편했어요. 약간 새집 냄새 같은게 나기는 하는데 심하지는 않았어요. 캔틴도 잘 되어 있고 인테리어도 예뻐요. 화장실까지 너무 깔끔하고 예뻐서 구석구석 신경 많이 쓰셨다는게 느껴지더라구요ㅎㅎ. 시간권 끊어서 앞으로도 열심히 다닐 생각입니다! 흥하세요!",5
달빛산성 스터디카페,정말 카페가 너무 너무좋아요 공부하기도 최고네요 ㅎㅎ,5
달빛산성 스터디카페,1.위치: 아파트와 가까워서 좋아요!2.시설: 새로 지어서 깔끔해요 화장실도 너무 밝고 좋아요 노트북 공간엔 음악도 나와 좋아요3.의자/책상: 의자나 책상은 널찍하고 편해서 좋아요자주 이용하려구요,5
내 안의 캐럴 스터디카페,"주변 스터디카페도 가봤지만 다른 곳과는 달리 환하고 쾌적한 환경이 맘에 들고, 무엇보다 의자가 참 편하고 좋았어요. 의자가 불편하면 장시간 공부하기 힘들었는데  편하게 공부했어요^^ 그리고 칸막이도 몸을 다 가려줘서 그런지 집중도 더 잘 되더라구요^^  음료수도 다양해서 골라먹는 재미도 있었어요 ㅎㅎ 여기때메 방문리뷰도 올려보네요 ㅋㅋ 자주 갈게요~",5
내 안의 캐럴 스터디카페,시설도 깨끗하고 이용하기 좋아요~,5
내 안의 캐럴 스터디카페,집중이잘되요!^^,5
내 안의 캐럴 스터디카페,면학 분위기 좋아요어두컴컴한 스터디카페 다니다가..눈이 피로해서 와봤어요🥲재방문의사 있습니다,5
내 안의 캐럴 스터디카페,"환경이나 음료수바가 잘 되어있어 주변 지인들도 데리고 왔는데 짐이 많아 시간 등록 후 사물함에 짐을 1분 정도 넣어놨다가 혹시나 결제 후 사용하는 것일까봐 바로 뺐더니  문자를 이렇게 보내셨어요.. 결제 후 사용하는 것이라고 문자를 주신 것도 아니고, 짐 뺀 뒤에문자 보내시고 말투가 ㅋㅋ.. ""안녕하세요. 재방문 감사합니다.  다름아니라 회원님께서 사물함을 결제없이 사용하시는데요. 등록 후 사용바랍니다."" 이렇게 왔네요. 원래 이렇게 아무리 기분 나빠도 리뷰 안 남기는데 기분 좋게 공부하러왔다가 너무 기분 나빠서 글 남깁니다",1
내 안의 캐럴 스터디카페,어제 처음 갔었는데 시설도 좋고 특히 들어가자마자 냄새 취저.. 너무 향기가 좋아욤 ! 공부 집중도 너무 잘돼서 엄청 몰입했어요 그리고 음료수도 맛있게 먹었어욥 ㅎㅎ 그런데 프린트하려고 했는데 복사기 사용을 어떻게 해야 할지 몰라서 하지 못하고 갔네요..  이것 빼고는 다 좋아요 자주갈게용 ~!~!~!  사장님도 친절하세요 ㅠㅠㅠ!😻,5
내 안의 캐럴 스터디카페,"완전 최고 ,, 오늘 처음왔는데 너무 좋아서 바로 1달권 끊으려구요 ,, 최고 ,, !!",5
내 안의 캐럴 스터디카페,"공부 분위기 무척 좋고, 스터디카페 내부 향기도 너무 맘에 들어서 집중도 잘 돼요!!",5
내 안의 캐럴 스터디카페,굿,5
내 안의 캐럴 스터디카페,스터디카페 가본 중에 최고로 사장님 친절간식부터 의자까지 마인드가 느껴짐찐 공부맛집,5
내 안의 캐럴 스터디카페,좋아요.,5
공간샘스터디카페 분당서현점,깨끗하고  조용하고  좋아요~~^^,5
공간샘스터디카페 분당서현점,좋아요,4.5
공간샘스터디카페 분당서현점,처음 이용했어요.공부하기 좋은 분위기네용~~~,5
공간샘스터디카페 분당서현점,"깨끗하고 좋은데, 음악방 칸막이쪽은 스탠드켜도 어두운 편이라 아쉬움..",4
공간샘스터디카페 분당서현점,쾌적 그자체. 굿.,5
공간샘스터디카페 분당서현점,항상 쾌적하고 사장님 너무 친절하세요^^,5
공간샘스터디카페 분당서현점,쾌적하고 깔끔하여 공부에 집중이 잘되요^^,5
공간샘스터디카페 분당서현점,사장님이 너무 친철하시네요~~^^ 잘 이용했어요~,5
공간샘스터디카페 분당서현점,좋아요~~~완좋!!!!!♡♡♡♡,5
공간샘스터디카페 분당서현점,여긴  항상 깨끗~~^^진짜  맘에 드는건 공부하는곳의  냄새가  좋아요~~^^ 미세먼지  심해도  여긴  청정지역 같네요 ㅎ공기가 개운~~ㅋ오늘  싱크대 주변  두리번 거리다  본건데  문구류들도  비치되어있네요  대박..  ㅎ코로나상황땜인지   간식통은 비어있던데  곧채워졌음 좋겠다.,5
공간샘스터디카페 분당서현점,좋아요,5
공간샘스터디카페 분당서현점,공인중개사 셤준비중인데  코로나땜시 집에서하다가  안심하고 공부할수있는곳이 있을가 하고  스터디카페  와봣는데  와우  정말 조용하고 깨끗하네요..  공간도 넓고 .. 간식도  마스크안으로 살짝  쏘옥 넣을수있게  미니약과랑  여러가지 사탕을  준비 해주셧고 커피 나 음료도 뭐 다양..  7시쯤 와보니 사장님께서  소독도 하고 계사듯..  가장 맘에 드는것은  깨끗하다는거랑 조용하다는거.  커피맛도  일품이라는거..  담에와서는  정액권을 꼭 끊어야겠어요 ^^,5
공간샘스터디카페 분당서현점,내부시설 너무 좋아요!!! 근데 건물 화장실이 아쉬워요 ㅠㅠ,4
공간샘스터디카페 분당서현점,요즘 코로나 때문에 스터디카페도 꺼려진게 사실인데 처음 방문해 보고 놀랐네요...칸막이에  좌석간 띄어 앉기도 실행하시고 방역 엄청 철저히 하시나봐요...왠만한 카페급으로 시설도 좋고 깨끗하고 난방도 잘돼서 완전 집중해서 공부했어요...진작 끊어서 다닐껄 하는 후회가 정액권 끊어서 열심히 다닐려구요. 완전 강추요!!!,5
